id,molecularFormula,adduct,NPC#superclass,NPC#class,ClassyFire#most specific class,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#superclass
5789_01102023_MZmine_trial_sirius_sirius_9282,C18H28O5,[M + H]+,Linear polyketides,Open-chain polyketides,Long-chain fatty acids,Fatty acids and conjugates,0.940507233,Fatty Acyls,Lipids and lipid-like molecules
5792_01102023_MZmine_trial_sirius_sirius_9292,C18H32O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.99586463,Fatty Acyls,Lipids and lipid-like molecules
6268_01102023_MZmine_trial_sirius_sirius_10237,C18H34O5,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.97105062,Fatty Acyls,Lipids and lipid-like molecules
5425_01102023_MZmine_trial_sirius_sirius_8564,C18H28O3,[M + H]+,Fatty Acids and Conjugates,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.97148627,Fatty Acyls,Lipids and lipid-like molecules
4850_01102023_MZmine_trial_sirius_sirius_7658,C18H30O4,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.990403056,Fatty Acyls,Lipids and lipid-like molecules
3702_01102023_MZmine_trial_sirius_sirius_5986,C18H30O5,[M + H]+,Linear polyketides,Open-chain polyketides,Long-chain fatty acids,Fatty acids and conjugates,0.923516929,Fatty Acyls,Lipids and lipid-like molecules
7025_01102023_MZmine_trial_sirius_sirius_11362,C18H36O4,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.966082692,Fatty Acyls,Lipids and lipid-like molecules
7228_01102023_MZmine_trial_sirius_sirius_11644,C18H34O4,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.998773158,Fatty Acyls,Lipids and lipid-like molecules
7230_01102023_MZmine_trial_sirius_sirius_11648,C18H34O4,[M + Na]+,Fatty Acids and Conjugates,Wax monoesters,Long-chain fatty acids,Fatty acids and conjugates,0.339462221,Fatty Acyls,Lipids and lipid-like molecules
4479_01102023_MZmine_trial_sirius_sirius_7129,C16H30O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.951667011,Fatty Acyls,Lipids and lipid-like molecules
5247_01102023_MZmine_trial_sirius_sirius_8262,C18H36O5,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.99251622,Fatty Acyls,Lipids and lipid-like molecules
5448_01102023_MZmine_trial_sirius_sirius_8605,C20H38O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Long-chain fatty acids,Fatty acids and conjugates,0.650811672,Fatty Acyls,Lipids and lipid-like molecules
8192_01102023_MZmine_trial_sirius_sirius_13236,C18H28O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.946006656,Fatty Acyls,Lipids and lipid-like molecules
6852_01102023_MZmine_trial_sirius_sirius_11095,C19H36O5,[M + Na]+,Eicosanoids,Prostaglandins,Long-chain fatty acids,Fatty acids and conjugates,0.810299158,Fatty Acyls,Lipids and lipid-like molecules
7475_01102023_MZmine_trial_sirius_sirius_11993,C18H32O3S,[M + H]+,Fatty Acids and Conjugates,Oxo fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.991637886,Fatty Acyls,Lipids and lipid-like molecules
7477_01102023_MZmine_trial_sirius_sirius_11996,C18H36O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.898331821,Fatty Acyls,Lipids and lipid-like molecules
6304_01102023_MZmine_trial_sirius_sirius_10284,C18H32O5,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.964537203,Fatty Acyls,Lipids and lipid-like molecules
6857_01102023_MZmine_trial_sirius_sirius_11105,C18H34O5,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.978586257,Fatty Acyls,Lipids and lipid-like molecules
6665_01102023_MZmine_trial_sirius_sirius_10830,C18H34O5,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.978161693,Fatty Acyls,Lipids and lipid-like molecules
5838_01102023_MZmine_trial_sirius_sirius_9392,C24H38O5,[M + Na]+,Eicosanoids,Isoprostanes,Long-chain fatty acids,Fatty acids and conjugates,0.631220102,Fatty Acyls,Lipids and lipid-like molecules
8202_01102023_MZmine_trial_sirius_sirius_13252,C18H28O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.973590672,Fatty Acyls,Lipids and lipid-like molecules
8404_01102023_MZmine_trial_sirius_sirius_13602,C16H30O3,[M + H]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.964159608,Fatty Acyls,Lipids and lipid-like molecules
8023_01102023_MZmine_trial_sirius_sirius_12958,C17H34O4,[M + Na]+,Fatty Acids and Conjugates,Monoacylglycerols,Long-chain fatty acids,Fatty acids and conjugates,0.51973176,Fatty Acyls,Lipids and lipid-like molecules
6509_01102023_MZmine_trial_sirius_sirius_10602,C19H38O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.536043048,Fatty Acyls,Lipids and lipid-like molecules
8610_01102023_MZmine_trial_sirius_sirius_13943,C17H32O2,[M + H]+,Fatty Acids and Conjugates,Labdane diterpenoids,Long-chain fatty acids,Fatty acids and conjugates,0.883567929,Fatty Acyls,Lipids and lipid-like molecules
6877_01102023_MZmine_trial_sirius_sirius_11140,C18H31FO5,[M + Na]+,Fatty Acids and Conjugates,Prostaglandins,Long-chain fatty acids,Fatty acids and conjugates,0.773715198,Fatty Acyls,Lipids and lipid-like molecules
8808_01102023_MZmine_trial_sirius_sirius_14281,C17H32O4,[M + K]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.663054943,Fatty Acyls,Lipids and lipid-like molecules
7115_01102023_MZmine_trial_sirius_sirius_11493,C18H28O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.967513621,Fatty Acyls,Lipids and lipid-like molecules
7315_01102023_MZmine_trial_sirius_sirius_11761,C18H34O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.978144705,Fatty Acyls,Lipids and lipid-like molecules
7317_01102023_MZmine_trial_sirius_sirius_11763,C18H32O3S,[M + H]+,Fatty Acids and Conjugates,Carbocyclic fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.993739128,Fatty Acyls,Lipids and lipid-like molecules
8056_01102023_MZmine_trial_sirius_sirius_13007,C18H34O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.982807994,Fatty Acyls,Lipids and lipid-like molecules
7133_01102023_MZmine_trial_sirius_sirius_11525,C18H36O3,[M + Na]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.973169029,Fatty Acyls,Lipids and lipid-like molecules
7328_01102023_MZmine_trial_sirius_sirius_11784,C19H34O5,[M + Na]+,Fatty acyls,Prostaglandins,Long-chain fatty acids,Fatty acids and conjugates,0.620618939,Fatty Acyls,Lipids and lipid-like molecules
7143_01102023_MZmine_trial_sirius_sirius_11539,C19H38O5,[M + Na]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.866027653,Fatty Acyls,Lipids and lipid-like molecules
7735_01102023_MZmine_trial_sirius_sirius_12416,C18H34O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.990136504,Fatty Acyls,Lipids and lipid-like molecules
9265_01102023_MZmine_trial_sirius_sirius_15195,C18H34O3,[M + Na]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.975107133,Fatty Acyls,Lipids and lipid-like molecules
8083_01102023_MZmine_trial_sirius_sirius_13050,C23H44O9,[M + Na]+,Glycerolipids,Glycosylmonoacylglycerols,Long-chain fatty acids,Fatty acids and conjugates,0.591865361,Fatty Acyls,Lipids and lipid-like molecules
7912_01102023_MZmine_trial_sirius_sirius_12760,C21H36O5,[M + H]+,Eicosanoids,Prostaglandins,Long-chain fatty acids,Fatty acids and conjugates,0.702791631,Fatty Acyls,Lipids and lipid-like molecules
9114_01102023_MZmine_trial_sirius_sirius_14901,C18H32O3,[M + Na]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.99063921,Fatty Acyls,Lipids and lipid-like molecules
7162_01102023_MZmine_trial_sirius_sirius_11564,C18H32O3S,[M + H]+,Fatty Acids and Conjugates,Carbocyclic fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.993590713,Fatty Acyls,Lipids and lipid-like molecules
8924_01102023_MZmine_trial_sirius_sirius_14488,C18H32O3,[M + Na]+,Octadecanoids,Fatty alcohols,Long-chain fatty acids,Fatty acids and conjugates,0.840150177,Fatty Acyls,Lipids and lipid-like molecules
8330_01102023_MZmine_trial_sirius_sirius_13450,C16H30O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.984315097,Fatty Acyls,Lipids and lipid-like molecules
8331_01102023_MZmine_trial_sirius_sirius_13451,C20H36O5,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty acids,Fatty acids and conjugates,0.386159241,Fatty Acyls,Lipids and lipid-like molecules
9290_01102023_MZmine_trial_sirius_sirius_15233,C18H34O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.984640956,Fatty Acyls,Lipids and lipid-like molecules
7765_01102023_MZmine_trial_sirius_sirius_12466,C36H70O9,[M + H]+,Glycerolipids,Ascarosides,Long-chain fatty acids,Fatty acids and conjugates,0.882654309,Fatty Acyls,Lipids and lipid-like molecules
6961_01102023_MZmine_trial_sirius_sirius_11265,C18H32O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.998465896,Fatty Acyls,Lipids and lipid-like molecules
8746_01102023_MZmine_trial_sirius_sirius_14179,C16H30O3,[M + H]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.973975241,Fatty Acyls,Lipids and lipid-like molecules
7775_01102023_MZmine_trial_sirius_sirius_12485,C18H35NO4,[M + H]+,Fatty Acids and Conjugates,Nitro fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.957156897,Fatty Acyls,Lipids and lipid-like molecules
8352_01102023_MZmine_trial_sirius_sirius_13494,C24H46O9,[M + Na]+,Glycerolipids,Glycosylmonoacylglycerols,Long-chain fatty acids,Fatty acids and conjugates,0.373419583,Fatty Acyls,Lipids and lipid-like molecules
8758_01102023_MZmine_trial_sirius_sirius_14200,C17H30O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.063954614,Fatty Acyls,Lipids and lipid-like molecules
9323_01102023_MZmine_trial_sirius_sirius_15312,C16H30O4,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Long-chain fatty acids,Fatty acids and conjugates,0.694887042,Fatty Acyls,Lipids and lipid-like molecules
8163_01102023_MZmine_trial_sirius_sirius_13186,C18H32O3,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.996450543,Fatty Acyls,Lipids and lipid-like molecules
9349_01102023_MZmine_trial_sirius_sirius_15372,C18H34O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.993369579,Fatty Acyls,Lipids and lipid-like molecules
7994_01102023_MZmine_trial_sirius_sirius_12901,C18H34O2,[M + H]+,Fatty Acids and Conjugates,Unsaturated fatty acids,Long-chain fatty acids,Fatty acids and conjugates,0.990444839,Fatty Acyls,Lipids and lipid-like molecules
7006_01102023_MZmine_trial_sirius_sirius_11337,C18H34O4,[M + H]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.998214722,Fatty Acyls,Lipids and lipid-like molecules
7008_01102023_MZmine_trial_sirius_sirius_11340,C18H34O4,[M + Na]+,Octadecanoids,Other Octadecanoids,Long-chain fatty acids,Fatty acids and conjugates,0.990589142,Fatty Acyls,Lipids and lipid-like molecules
7474_01102023_MZmine_trial_sirius_sirius_11992,C18H38O3,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.97653383,Fatty Acyls,Lipids and lipid-like molecules
8591_01102023_MZmine_trial_sirius_sirius_13911,C20H32O4,[M + H]+,Aromatic polyketides,Catechols with side chains,Long-chain fatty alcohols,Fatty alcohols,0.678689182,Fatty Acyls,Lipids and lipid-like molecules
8804_01102023_MZmine_trial_sirius_sirius_14277,C19H36O4,[M + Na]+,Octadecanoids,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.921439767,Fatty Acyls,Lipids and lipid-like molecules
6685_01102023_MZmine_trial_sirius_sirius_10864,C19H36O5,[M + Na]+,Octadecanoids,Prostaglandins,Long-chain fatty alcohols,Fatty alcohols,0.866445839,Fatty Acyls,Lipids and lipid-like molecules
9182_01102023_MZmine_trial_sirius_sirius_15028,C23H40O3,[M + H]+,Aromatic polyketides,Catechols with side chains,Long-chain fatty alcohols,Fatty alcohols,0.775897324,Fatty Acyls,Lipids and lipid-like molecules
9253_01102023_MZmine_trial_sirius_sirius_15167,C17H36O3,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.958046675,Fatty Acyls,Lipids and lipid-like molecules
8901_01102023_MZmine_trial_sirius_sirius_14450,C17H30O,[M + H]+,Fatty esters,Lactones,Long-chain fatty alcohols,Fatty alcohols,0.111956984,Fatty Acyls,Lipids and lipid-like molecules
9268_01102023_MZmine_trial_sirius_sirius_15198,C17H32O,[M + H]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.589188695,Fatty Acyls,Lipids and lipid-like molecules
8314_01102023_MZmine_trial_sirius_sirius_13422,C14H30O3,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.952710688,Fatty Acyls,Lipids and lipid-like molecules
7917_01102023_MZmine_trial_sirius_sirius_12767,C19H38O4,[M + H]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Long-chain fatty alcohols,Fatty alcohols,0.91765976,Fatty Acyls,Lipids and lipid-like molecules
8932_01102023_MZmine_trial_sirius_sirius_14505,C14H26O,[M + H]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.558252156,Fatty Acyls,Lipids and lipid-like molecules
8569_01102023_MZmine_trial_sirius_sirius_13869,C19H34O4,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.943821251,Fatty Acyls,Lipids and lipid-like molecules
8571_01102023_MZmine_trial_sirius_sirius_13873,C14H30O3,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.971987605,Fatty Acyls,Lipids and lipid-like molecules
9330_01102023_MZmine_trial_sirius_sirius_15323,C19H36O4,[M + Na]+,Fatty acyls,Fatty alcohols,Long-chain fatty alcohols,Fatty alcohols,0.849825263,Fatty Acyls,Lipids and lipid-like molecules
7467_01102023_MZmine_trial_sirius_sirius_11983,C26H48NO7P,[M + H]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.981456757,Glycerophospholipids,Lipids and lipid-like molecules
8011_01102023_MZmine_trial_sirius_sirius_12932,C26H50NO7P,[M + Na]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.993264079,Glycerophospholipids,Lipids and lipid-like molecules
7525_01102023_MZmine_trial_sirius_sirius_12069,C26H48NO7P,[M + Na]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.990761697,Glycerophospholipids,Lipids and lipid-like molecules
9102_01102023_MZmine_trial_sirius_sirius_14866,C28H56NO7P,[M + Na]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.993839443,Glycerophospholipids,Lipids and lipid-like molecules
8095_01102023_MZmine_trial_sirius_sirius_13074,C23H48NO7P,[M + Na]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.997548282,Glycerophospholipids,Lipids and lipid-like molecules
7762_01102023_MZmine_trial_sirius_sirius_12463,C24H48NO7P,[M + H]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.991874039,Glycerophospholipids,Lipids and lipid-like molecules
8548_01102023_MZmine_trial_sirius_sirius_13834,C26H52NO7P,[M + Na]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.970936179,Glycerophospholipids,Lipids and lipid-like molecules
7795_01102023_MZmine_trial_sirius_sirius_12529,C26H48NO7P,[M + H]+,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,Glycerophosphocholines,0.979353249,Glycerophospholipids,Lipids and lipid-like molecules
8393_01102023_MZmine_trial_sirius_sirius_13581,C22H43O8P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.995577812,Glycerophospholipids,Lipids and lipid-like molecules
8781_01102023_MZmine_trial_sirius_sirius_14240,C22H45O8P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999914527,Glycerophospholipids,Lipids and lipid-like molecules
8978_01102023_MZmine_trial_sirius_sirius_14578,C24H47O9P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999992371,Glycerophospholipids,Lipids and lipid-like molecules
8403_01102023_MZmine_trial_sirius_sirius_13601,C22H45O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.99999845,Glycerophospholipids,Lipids and lipid-like molecules
8980_01102023_MZmine_trial_sirius_sirius_14581,C24H47O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999995708,Glycerophospholipids,Lipids and lipid-like molecules
8231_01102023_MZmine_trial_sirius_sirius_13294,C21H43O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999998927,Glycerophospholipids,Lipids and lipid-like molecules
8234_01102023_MZmine_trial_sirius_sirius_13297,C22H45O9P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999998212,Glycerophospholipids,Lipids and lipid-like molecules
8070_01102023_MZmine_trial_sirius_sirius_13029,C21H43O9P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999997854,Glycerophospholipids,Lipids and lipid-like molecules
9090_01102023_MZmine_trial_sirius_sirius_14835,C23H47O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999999523,Glycerophospholipids,Lipids and lipid-like molecules
8321_01102023_MZmine_trial_sirius_sirius_13436,C21H43O8P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.973240495,Glycerophospholipids,Lipids and lipid-like molecules
8094_01102023_MZmine_trial_sirius_sirius_13072,C24H45O9P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999999762,Glycerophospholipids,Lipids and lipid-like molecules
8730_01102023_MZmine_trial_sirius_sirius_14147,C22H45O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.99999845,Glycerophospholipids,Lipids and lipid-like molecules
9288_01102023_MZmine_trial_sirius_sirius_15228,C25H49O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999995947,Glycerophospholipids,Lipids and lipid-like molecules
8745_01102023_MZmine_trial_sirius_sirius_14177,C24H47O9P,[M + H]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.999995112,Glycerophospholipids,Lipids and lipid-like molecules
9313_01102023_MZmine_trial_sirius_sirius_15283,C24H47O8P,[M + Na]+,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,Glycerophosphoglycerols,0.99938345,Glycerophospholipids,Lipids and lipid-like molecules
2568_01102023_MZmine_trial_sirius_sirius_4410,C12H24BNO3S,[M + H]+,Monoterpenoids,Pinane monoterpenoids,Medium-chain fatty acids,Fatty acids and conjugates,0.512908638,Fatty Acyls,Lipids and lipid-like molecules
1194_01102023_MZmine_trial_sirius_sirius_2439,C9H11F3O3,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.77434212,Fatty Acyls,Lipids and lipid-like molecules
3016_01102023_MZmine_trial_sirius_sirius_5027,C20H35FN4O3,[M + Na]+,Pseudoalkaloids,Prostaglandins,Medium-chain fatty acids,Fatty acids and conjugates,0.371155977,Fatty Acyls,Lipids and lipid-like molecules
1872_01102023_MZmine_trial_sirius_sirius_3389,C13H22N2O5,[M + H]+,Histidine alkaloids,Imidazole alkaloids,Medium-chain fatty acids,Fatty acids and conjugates,0.938069105,Fatty Acyls,Lipids and lipid-like molecules
3024_01102023_MZmine_trial_sirius_sirius_5036,C9H16O4,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.99495405,Fatty Acyls,Lipids and lipid-like molecules
2249_01102023_MZmine_trial_sirius_sirius_3970,C12H22BNO3S,[M + H]+,Small peptides,Dipeptides,Medium-chain fatty acids,Fatty acids and conjugates,0.781558335,Fatty Acyls,Lipids and lipid-like molecules
2666_01102023_MZmine_trial_sirius_sirius_4538,C10H18O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.569194138,Fatty Acyls,Lipids and lipid-like molecules
2667_01102023_MZmine_trial_sirius_sirius_4540,C10H18O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.519519329,Fatty Acyls,Lipids and lipid-like molecules
2671_01102023_MZmine_trial_sirius_sirius_4547,C10H18O5,[M + H3N + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.672295749,Fatty Acyls,Lipids and lipid-like molecules
1088_01102023_MZmine_trial_sirius_sirius_2317,C10H20N4O3,[M + Na]+,Small peptides,Dipeptides,Medium-chain fatty acids,Fatty acids and conjugates,0.787517071,Fatty Acyls,Lipids and lipid-like molecules
3045_01102023_MZmine_trial_sirius_sirius_5067,C12H20O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.615854084,Fatty Acyls,Lipids and lipid-like molecules
2689_01102023_MZmine_trial_sirius_sirius_4570,C12H22O5,[M + Na]+,Fatty Acids and Conjugates,Hydroxy fatty acids,Medium-chain fatty acids,Fatty acids and conjugates,0.599394083,Fatty Acyls,Lipids and lipid-like molecules
927_01102023_MZmine_trial_sirius_sirius_2104,C12H20N2O3,[M + H]+,Histidine alkaloids,Imidazole alkaloids,Medium-chain fatty acids,Fatty acids and conjugates,0.619669557,Fatty Acyls,Lipids and lipid-like molecules
1170_01102023_MZmine_trial_sirius_sirius_2408,C12H20N2O3,[M + H]+,Histidine alkaloids,Imidazole alkaloids,Medium-chain fatty acids,Fatty acids and conjugates,0.795472264,Fatty Acyls,Lipids and lipid-like molecules
4319_01102023_MZmine_trial_sirius_sirius_6885,C10H18O4,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.995258868,Fatty Acyls,Lipids and lipid-like molecules
4141_01102023_MZmine_trial_sirius_sirius_6622,C18H32N2O4,[M + H]+,Eicosanoids,Prostaglandins,Medium-chain fatty acids,Fatty acids and conjugates,0.957482755,Fatty Acyls,Lipids and lipid-like molecules
3370_01102023_MZmine_trial_sirius_sirius_5519,C12H22O5,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.929447055,Fatty Acyls,Lipids and lipid-like molecules
3572_01102023_MZmine_trial_sirius_sirius_5799,C12H20O5,[M + Na]+,Fatty Acids and Conjugates,Macrolide lactones,Medium-chain fatty acids,Fatty acids and conjugates,0.604671359,Fatty Acyls,Lipids and lipid-like molecules
3784_01102023_MZmine_trial_sirius_sirius_6105,C19H32N2O4,[M + H]+,Eicosanoids,Piperidine alkaloids,Medium-chain fatty acids,Fatty acids and conjugates,0.967332661,Fatty Acyls,Lipids and lipid-like molecules
5137_01102023_MZmine_trial_sirius_sirius_8091,C13H22O5,[M + Na]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.536671758,Fatty Acyls,Lipids and lipid-like molecules
6097_01102023_MZmine_trial_sirius_sirius_9916,C15H30O2S,[M + Na]+,Fatty Acids and Conjugates,Branched fatty acids,Medium-chain fatty acids,Fatty acids and conjugates,0.747417033,Fatty Acyls,Lipids and lipid-like molecules
4183_01102023_MZmine_trial_sirius_sirius_6683,C14H31N4O5P,[M + H]+,Fatty amides,N-acyl amines,Medium-chain fatty acids,Fatty acids and conjugates,0.857378781,Fatty Acyls,Lipids and lipid-like molecules
5153_01102023_MZmine_trial_sirius_sirius_8118,C11H20O4,[M + H]+,Fatty Acids and Conjugates,Dicarboxylic acids,Medium-chain fatty acids,Fatty acids and conjugates,0.996128321,Fatty Acyls,Lipids and lipid-like molecules
5530_01102023_MZmine_trial_sirius_sirius_8770,C22H37NO8,[M + H]+,Linear polyketides,Open-chain polyketides,Medium-chain fatty acids,Fatty acids and conjugates,0.920644283,Fatty Acyls,Lipids and lipid-like molecules
4224_01102023_MZmine_trial_sirius_sirius_6742,C18H32N2O3,[M + H]+,Lysine alkaloids,Prostaglandins,Medium-chain fatty acids,Fatty acids and conjugates,0.883351326,Fatty Acyls,Lipids and lipid-like molecules
6169_01102023_MZmine_trial_sirius_sirius_10050,C14H28O3S,[M + Na]+,Fatty Acids and Conjugates,Branched fatty acids,Medium-chain fatty acids,Fatty acids and conjugates,0.988274217,Fatty Acyls,Lipids and lipid-like molecules
4830_01102023_MZmine_trial_sirius_sirius_7632,C12H22O2S,[M + H]+,Fatty Acids and Conjugates,Thia fatty acids,Medium-chain fatty acids,Fatty acids and conjugates,0.750583768,Fatty Acyls,Lipids and lipid-like molecules
7309_01102023_MZmine_trial_sirius_sirius_11753,C24H30O6,[M + K]+,Triterpenoids,Tetraketide meroterpenoids,Medium-chain fatty acids,Fatty acids and conjugates,0.826570928,Fatty Acyls,Lipids and lipid-like molecules
